name,address,level,name_clean,is_thrombectomy_center,geocode,latitude,longitude,name_cleaned
Klinikum Neumarkt,"Nürnberger Str. 12, 92318 Neumarkt, Bayern",Regionale Stroke Unit,klinikum neumarkt,False,"Klinikum Neumarkt i.d.OPf., 12, Nürnberger Straße, Holzheim, Neumarkt in der Oberpfalz, Landkreis Neumarkt in der Oberpfalz, Bayern, 92318, Deutschland",49.2862589,11.4523605,klinikum neumarkt
Barmherzige Brüder Krankenhaus St. Barbara Schwandorf,"Steinberger Str. 24, 92421 Schwandorf, Bayern",Telemedizinisch vernetzte Stroke Unit,barmherzige brüder krankenhaus st barbara schwandorf,False,"Krankenhaus St. Barbara, 24, Steinberger Straße, Rothlindenviertel, Nattermoos, Schwandorf, Landkreis Schwandorf, Bayern, 92421, Deutschland",49.3161365,12.1140734,barmherzige brüder krankenhaus st. barbara schwandorf
"Kliniken Nordoberpfalz, Klinikum Weiden","Söllnerstr. 15, 92637 Weiden, Bayern",Überregionale Stroke Unit,kliniken nordoberpfalz klinikum weiden,True,"15, Söllnerstraße, Innenstadt, Stockerhut, Weiden in der Oberpfalz, Bayern, 92637, Deutschland",49.6804437,12.1655239,"kliniken nordoberpfalz, klinikum weiden"
Krankenhaus Barmherzige Brüder Regensburg,"Prüfeninger Str. 74, 93049 Regensburg, Bayern",Überregionale Stroke Unit,krankenhaus barmherzige brüder regensburg,True,"74, Prüfeninger Straße, Innerer Westen, Königswiesen, Regensburg, Bayern, 93049, Deutschland",49.0161063,12.0670961,krankenhaus barmherzige brüder regensburg
medbo Bezirksklinikum Regensburg,"Universitätsstr. 98a, 93053 Regensburg, Bayern",Überregionale Stroke Unit,medbo bezirksklinikum regensburg,True,"98a, Universitätsstraße, Neuprüll, Regensburg, Bayern, 93053, Deutschland",48.9937125,12.0884459,medbo bezirksklinikum regensburg
Asklepios Klinik im Städtedreieck,"Dr.-Sauerbruch-Str. 1, 93133 Burglengenfeld, Bayern",Telemedizinisch vernetzte Stroke Unit,asklepios klinik im städtedreieck,False,"Dr. med. Andreas Walberer, 1, Doktor-Sauerbruch-Straße, Wölland, Burglengenfeld, Landkreis Schwandorf, Bayern, 93133, Deutschland",49.2034964,12.035178,asklepios klinik im städtedreieck
Sana Kliniken des Landkreises Cham GmbH,"August-Holz-Str. 1, 93413 Cham, Bayern",Telemedizinisch vernetzte Stroke Unit,sana kliniken des landkreises cham gmbh,False,"1a, August-Holz-Straße, Cham-West, Cham, Landkreis Cham, Bayern, 93413, Deutschland",49.2248511,12.6598306,sana kliniken des landkreises cham gmbh
Klinikum Passau,"Innstr. 76, 94032 Passau, Bayern",Überregionale Stroke Unit,klinikum passau,True,"Klinikum Passau, 76, Innstraße, Altstadt, Passau, Bayern, 94032, Deutschland",48.5650356,13.4453357,klinikum passau
Arberlandklinik Zwiesel,"Arberlandstr. 1, 94227 Zwiesel, Bayern",Telemedizinisch vernetzte Stroke Unit,arberlandklinik zwiesel,False,"ARBERLANDKlinik Zwiesel, 1, Arberlandstraße, Zwieselberg, Zwiesel, Landkreis Regen, Bayern, 94227, Deutschland",49.0072976,13.2183653,arberlandklinik zwiesel
Barmherzige Brüder Klinikum St. Elisabeth Straubing,"St.-Elisabeth-Str. 23, 94315 Straubing, Bayern",Regionale Stroke Unit,barmherzige brüder klinikum st elisabeth straubing,True,"Klinikum St. Elisabeth Straubing, 23, Sankt-Elisabeth-Straße, Straubing-Ost, Straubing, Bayern, 94315, Deutschland",48.8864296,12.5909968,barmherzige brüder klinikum st. elisabeth straubing
DONAUISAR Klinikum Deggendorf-Dingolfing-Landau gKU,"Perlasberger Str. 41, 94469 Deggendorf, Bayern",Überregionale Stroke Unit,donauisar klinikum deggendorf-dingolfing-landau gku,False,"DONAUISAR Klinikum Deggendorf, 41, Perlasberger Straße, Oberperlasberg, Kobelsberg, Breitenberg, Deggendorf, Landkreis Deggendorf, Bayern, 94469, Deutschland",48.8391963,12.9698983,donauisar klinikum deggendorf-dingolfing-landau gku
Bezirksklinikum Mainkofen,"Mainkofener Straße 19, 94469 Deggendorf, Bayern",Regionale Stroke Unit,bezirksklinikum mainkofen,False,"19, Mainkofener Straße, Mainkofen, Deggendorf, Landkreis Deggendorf, Bayern, 94469, Deutschland",48.8090605,12.8960392,bezirksklinikum mainkofen
Sana Klinikum Hof,"Eppenreuther Str. 9, 95032 Hof, Bayern",Regionale Stroke Unit,sana klinikum hof,False,"9, Eppenreuther Straße, Krötenbruck, Alsenberg, Hof, Bayern, 95032, Deutschland",50.3029575,11.9150945,sana klinikum hof
Kliniken HochFranken Klinik Münchberg,"Hofer Str. 40, 95213 Münchberg, Bayern",Telemedizinisch vernetzte Stroke Unit,kliniken hochfranken klinik münchberg,False,"Hochfrankenklinik Münchberg, 40, Hofer Straße, Schlegel, Münchberg, Landkreis Hof, Bayern, 95213, Deutschland",50.1951485,11.7943245,kliniken hochfranken klinik münchberg
Klinikum Kulmbach,"Albert-Schweitzer-Str. 10, 95326 Kulmbach, Bayern",Regionale Stroke Unit,klinikum kulmbach,False,"10, Albert-Schweitzer-Straße, Blaich, Kulmbach, Landkreis Kulmbach, Bayern, 95326, Deutschland",50.1181109,11.466522,klinikum kulmbach
Klinik Hohe Warte Bayreuth,"Siegmundstraße 2, 95445 Bayreuth, Bayern",Überregionale Stroke Unit,klinik hohe warte bayreuth,False,"2, Siegmundstraße, Hohe Warte, Bürgerreuth, Festspielhügel, Grüner Baum, Bayreuth, Bayern, 95445, Deutschland",49.9651047,11.5863523,klinik hohe warte bayreuth
"Sozialstiftung Bamberg, Klinikum Bamberg","Buger Str. 80, 96049 Bamberg, Bayern",Überregionale Stroke Unit,sozialstiftung bamberg klinikum bamberg,False,"Klinikum am Bruderwald, 80, Buger Straße, Am Bruderwald, Bug, Bamberg, Bayern, 96049, Deutschland",49.8671849,10.8905602,"sozialstiftung bamberg, klinikum bamberg"
REGIOMED Klinikum Lichtenfels,"Prof.-Arneth-Str. 2b, 96215 Lichtenfels, Bayern",Telemedizinisch vernetzte Stroke Unit,regiomed klinikum lichtenfels,False,"2b, Prof.-Arneth-Straße, Horbhof, Burgberg, Lichtenfels, Landkreis Lichtenfels, Bayern, 96215, Deutschland",50.1384545,11.0814884,regiomed klinikum lichtenfels
REGIOMED Klinikum Coburg,"Ketschendorfer Str. 33, 96450 Coburg, Bayern",Regionale Stroke Unit,regiomed klinikum coburg,False,"Klinikum Coburg, 33, Ketschendorfer Straße, Ketschendorf, Creidlitz, Coburg, Bayern, 96450, Deutschland",50.2468801,10.973119,regiomed klinikum coburg
REGIOMED Klinikum Sonneberg,"Neustadter Str. 61, 96515 Sonneberg, Thüringen",Telemedizinisch vernetzte Stroke Unit,regiomed klinikum sonneberg,False,"REGIOMED Klinikum Sonneberg/Neuhaus, 61, Neustadter Straße, Wolkenrasen, Bettelhecken, Hönbach, Sonneberg, Landkreis Sonneberg, Thüringen, 96515, Deutschland",50.3539322,11.1631209,regiomed klinikum sonneberg
Klinikum Würzburg Mitte gGmbH Standort Juliusspital,"Juliuspromenade 15, 97070 Würzburg, Bayern",Regionale Stroke Unit,klinikum würzburg mitte ggmbh standort juliusspital,False,"15, Juliuspromenade, Würzburg Altstadt, Würzburg, Bayern, 97070, Deutschland",49.796998,9.9293523,klinikum würzburg mitte ggmbh standort juliusspital
Universitätsklinikum Würzburg AöR,"Josef-Schneider-Str. 11, 97080 Würzburg, Bayern",Überregionale Stroke Unit,universitätsklinikum würzburg aör,True,"B1 - Neurochirurgie & Neurologie, 11, Josef-Schneider-Straße, Grombühl, Würzburg, Bayern, 97080, Deutschland",49.8040893,9.9557278,universitätsklinikum würzburg aör
Klinik Kitzinger Land,"Keltenstr. 67, 97318 Kitzingen, Bayern",Telemedizinisch vernetzte Stroke Unit,klinik kitzinger land,False,"Klinik Kitzinger Land, 67, Keltenstraße, Kitzingen, Landkreis Kitzingen, Bayern, 97318, Deutschland",49.7437984,10.1395039,klinik kitzinger land
Leopoldina-Krankenhaus der Stadt Schweinfurt GmbH,"Gustav-Adolf-Str. 8, 97422 Schweinfurt, Bayern",Überregionale Stroke Unit,leopoldina-krankenhaus der stadt schweinfurt gmbh,True,"Leopoldina-Krankenhaus, 8, Gustav-Adolf-Straße, Höllental, Hochfeld, Schweinfurt, Bayern, 97422, Deutschland",50.0517105,10.2438682,leopoldina-krankenhaus der stadt schweinfurt gmbh
RHÖN-KLINIKUM Campus Bad Neustadt,"Von-Guttenberg-Str. 11, 97616 Bad Neustadt an der Saale, Bayern",Überregionale Stroke Unit,rhön-klinikum campus bad neustadt,False,"Ärztlicher Notdienst Bereitschaftspraxis, 11, von-Guttenberg-Straße, Herschfeld, Bad Neustadt an der Saale, Landkreis Rhön-Grabfeld, Bayern, 97616, Deutschland",50.3227554,10.2343508,rhön-klinikum campus bad neustadt
Klinikum Main-Spessart,"Ludwigstr. 6, 97816 Lohr, Bayern",Regionale Stroke Unit,klinikum main-spessart,False,"6, Ludwigstraße, Lohr, Lohr-Lindig, Lohr am Main, Landkreis Main-Spessart, Bayern, 97816, Deutschland",49.9951358,9.5708318,klinikum main-spessart
Caritas-Krankenhaus Bad Mergentheim,"Uhlandstr. 7, 97980 Bad Mergentheim, Baden-Württemberg",Regionale Stroke Unit,caritas-krankenhaus bad mergentheim,False,"Haus A+B+C - Stationen, 7, Uhlandstraße, Drillberg, Bad Mergentheim, Verwaltungsgemeinschaft Bad Mergentheim, Main-Tauber-Kreis, Baden-Württemberg, 97980, Deutschland",49.4904375,9.7638291,caritas-krankenhaus bad mergentheim
SRH Zentralklinikum Suhl,"Albert-Schweitzer-Str. 2, 98527 Suhl, Thüringen",Regionale Comprehensive Stroke Unit,srh zentralklinikum suhl,False,"Zentralklinikum Suhl, 2, Albert-Schweitzer-Straße, Neundorf, Suhl, Thüringen, 98527, Deutschland",50.6024675,10.7099241,srh zentralklinikum suhl
HELIOS Klinikum Meiningen,"Am Kirschengründchen 12a, 98617 Meiningen, Thüringen",Überregionale Stroke Unit,helios klinikum meiningen,True,"12a, Am Kirschengründchen, Dreißigacker-Süd, Dreißigacker, Meiningen, Landkreis Schmalkalden-Meiningen, Thüringen, 98617, Deutschland",50.5578621,10.3908022,helios klinikum meiningen
HELIOS Fachkliniken Hildburghausen,"Eisfelder Str. 41, 98646 Hildburghausen, Thüringen",Regionale Stroke Unit,helios fachkliniken hildburghausen,False,"41, Eisfelder Straße, Birkenfeld, Hildburghausen, Landkreis Hildburghausen, Thüringen, 98646, Deutschland",50.4252469,10.7443159,helios fachkliniken hildburghausen
HELIOS Klinikum Erfurt,"Nordhäuser Str. 66, 99089 Erfurt, Thüringen",Überregionale Stroke Unit,helios klinikum erfurt,True,"66, Nordhäuser Straße, Andreasvorstadt, Erfurt, Thüringen, 99089, Deutschland",50.9936188,11.0097212,helios klinikum erfurt
Sophien- und Hufeland-Klinikum gGmbH,"Henry-van-de-Velde-Str. 1, 99425 Weimar, Thüringen",Regionale Stroke Unit,sophien- und hufeland-klinikum ggmbh,False,"1, Henry-van-de-Velde-Straße, Südstadt, Gelmeroda, Weimar, Thüringen, 99425, Deutschland",50.9617211,11.32007,sophien- und hufeland-klinikum ggmbh
Zentralklinik Bad Berka,"Robert-Koch-Allee 9, 99438 Bad Berka, Thüringen",Regionale Stroke Unit,zentralklinik bad berka,True,"Zentralklinik Bad Berka, 9, Robert-Koch-Allee, Bad Berka, Landkreis Weimarer Land, Thüringen, 99438, Deutschland",50.8900432,11.265938,zentralklinik bad berka
Südharz Klinikum Nordhausen gGmbH,"Dr.-Robert-Koch-Str. 39, 99734 Nordhausen, Thüringen",Regionale Stroke Unit,südharz klinikum nordhausen ggmbh,False,"Südharz Klinikum, 39, Dr.-Robert-Koch-Straße, Hagenberg-Siedlung, Nordhausen-Nord, Nordhausen, Landkreis Nordhausen, Thüringen, 99734, Deutschland",51.5162705,10.7947784,südharz klinikum nordhausen ggmbh
St. Georg Klinikum Eisenach,"Mühlhäuser Str. 94, 99817 Eisenach, Thüringen",Regionale Stroke Unit,st georg klinikum eisenach,False,"94, Mühlhäuser Straße, Eisenach, Wartburgkreis, Thüringen, 99817, Deutschland",50.9886941,10.3150672,st. georg klinikum eisenach
Helios Klinikum Gotha,"Heliosstr. 1, 99867 Gotha, Thüringen",Regionale Stroke Unit,helios klinikum gotha,False,"Helios Klinikum Gotha, 1, Heliosstraße, Sundhausen, Boilstädt, Gotha, Landkreis Gotha, Thüringen, 99867, Deutschland",50.9284165,10.6776104,helios klinikum gotha
Ökumenisches Hainich Klinikum gGmbH,"Pfafferode 102, 99974 Mühlhausen, Thüringen",Regionale Stroke Unit,ökumenisches hainich klinikum ggmbh,False,"Ökumenisches Hainich Klinikum, 102, Pfafferode, Mühlhausen/Thüringen, Unstrut-Hainich-Kreis, Thüringen, 99974, Deutschland",51.2093239,10.4019409,ökumenisches hainich klinikum ggmbh
AMEOS Klinikum Heiligenhafen,"Friedrich-Ebert-Straße 100, 23774 Heiligenhafen",,,False,"AMEOS Klinikum Heiligenhafen, 100, Friedrich-Ebert-Straße, Heiligenhafen, Kreis Ostholstein, Schleswig-Holstein, 23774, Deutschland",54.3744364,10.9583152,ameos klinikum heiligenhafen
Westküstenkliniken Brunsbüttel und Heide gGmbH,"Esmarchstraße 50, 25746 Heide",,,False,"Westküstenklinikum Heide, 50, Esmarchstraße, Heide, Kreis Dithmarschen, Schleswig-Holstein, 25746, Deutschland",54.1998975,9.0776793,westküstenkliniken brunsbüttel und heide ggmbh
HELIOS Klinikum Gifhorn GmbH,"Campus 6, 38518 Gifhorn",,,False,"HELIOS Klinikum Gifhorn, 6, Campus, Gamsen, Gifhorn, Niedersachsen, 38518, Deutschland",52.4971131,10.5482638,helios klinikum gifhorn gmbh
Helios St. Marienberg Klinik Helmstedt GmbH,"Conringstraße 26, 38350 Helmstedt",,,False,"HELIOS St. Marienberg Klinik Helmstedt, 26, Conringstraße, Helmstedt, Landkreis Helmstedt, Niedersachsen, 38350, Deutschland",52.2318762,10.9993091,helios st. marienberg klinik helmstedt gmbh
HELIOS Albert-Schweitzer-Klinik Northeim [NOM],"Albert-Schweitzer-Weg  1 , 37154 Northeim",,,False,"HELIOS Albert-Schweitzer-Klinik Northeim, 1, Albert-Schweitzer-Weg, Northeim, Landkreis Northeim, Niedersachsen, 37154, Deutschland",51.7298077,9.9788643,helios albert-schweitzer-klinik northeim [nom]
Helios Klinik Herzberg/Osterode,"Dr.-Frössel-Allee 1, 37412 Herzberg am Harz",,,False,"Helios Klinik Herzberg/Osterode, 1, Dr.-Frössel-Allee, Herzberg am Harz, Landkreis Göttingen, Niedersachsen, 37412, Deutschland",51.6693949,10.343182,helios klinik herzberg/osterode
Klinikum Peine gGmbH,"Virchowstraße 8h, 31226 Peine",,,False,"8H, Virchowstraße, Südstadt, Peine, Landkreis Peine, Niedersachsen, 31226, Deutschland",52.3015987,10.2377915,klinikum peine ggmbh
Helios Klinikum Salzgitter GmbH,"Kattowitzer Str. 191, 38226 Salzgitter",,,False,"Annen Apotheke am Klinikum, 191, Kattowitzer Straße, Fredenberg, Lebenstedt, Ortschaft Nord, Salzgitter, Niedersachsen, 38226, Deutschland",52.1547473,10.3189944,helios klinikum salzgitter gmbh
Städtisches Klinikum Wolfenbüttel gGmbH,"Alter Weg 80, 38302 Wolfenbüttel",,,False,"Städtisches Klinikum Wolfenbüttel, 80, Alter Weg, Schwedenschanze, Wolfenbüttel, Landkreis Wolfenbüttel, Niedersachsen, 38302, Deutschland",52.179908,10.5336512,städtisches klinikum wolfenbüttel ggmbh
Helios Kliniken Mittelweser GmbH,"Ziegelkampstraße 39, 31582 Nienburg",,,False,"Helios Kliniken Mittelweser Nienburg, 39, Ziegelkampstraße, Stadtteil Nienburg, Nienburg/Weser, Landkreis Nienburg/Weser, Niedersachsen, 31582, Deutschland",52.6357175,9.224454,helios kliniken mittelweser gmbh
KRH Klinikum Robert Koch Gehrden,"Von-Reden-Straße 1, 30989 Gehrden",,,False,"KRH Klinikum Robert Koch Gehrden, 1, Von-Reden-Straße, Gehrden, Region Hannover, Niedersachsen, 30989, Deutschland",52.30439,9.5984899,krh klinikum robert koch gehrden
KRH Klinikum Neustadt am Rübenberge,"Lindenstraße  75, 31535 Neustadt am Rübenberge",,,False,"KRH Klinikum Neustadt am Rübenberge, 75, Lindenstraße, Neustadt am Rübenberge, Region Hannover, Niedersachsen, 31535, Deutschland",52.4936335,9.4663147,krh klinikum neustadt am rübenberge
AGAPLESION EV. BATHILDISKRANKENHAUS gemeinnützige GmbH,"Maulbeerallee 4, 31812 Bad Pyrmont",,,False,"Evangelisches Bathildiskrankenhaus, 4, Maulbeerallee, Oesdorf, Löwensen, Bad Pyrmont, Landkreis Hameln-Pyrmont, Niedersachsen, 31812, Deutschland",51.9852832,9.2738537,agaplesion ev. bathildiskrankenhaus gemeinnützige gmbh
Städtisches Klinikum Lüneburg gemeinnützige GmbH,"Bögelstraße 1, 21339 Lüneburg",,,False,"Klinikum Lüneburg, 1, Bögelstraße, Mittelfeld, Lüneburg, Niedersachsen, 21339, Deutschland",53.2402219,10.3958656,städtisches klinikum lüneburg gemeinnützige gmbh
Heidekreis-Klinikum GmbH Krankenhaus Soltau,"Oeninger Weg  30, 29614 Soltau",,,False,"30, Oeninger Weg, Böhmheide, Kernstadt Soltau, Soltau, Heidekreis, Niedersachsen, 29614, Deutschland",52.9893004,9.855866,heidekreis-klinikum gmbh krankenhaus soltau
Elbe Klinikum Stade,"Bremervörder Straße 111, 21682 Stade",,,False,"Elbe Kliniken Stade, 111, Bremervörder Straße, Hahle, Stade, Niedersachsen, 21682, Deutschland",53.5962617,9.4418748,elbe klinikum stade
Ammerland-Klinik Westerstede,"Lange Straße 38, 26655 Westerstede",,,False,"Bundeswehrkrankenhaus Westerstede, 38, Lange Straße, Halstrup, Hollwege, Westerstede, Landkreis Ammerland, Niedersachsen, 26655, Deutschland",53.2574925,7.9185221,ammerland-klinik westerstede
Klinikum Bremen-Ost,"Züricher Straße 40, 28325 Bremen",,,False,"Klinikum Bremen-Ost, 40, Züricher Straße, Ellenerbrok-Schevemoor, Osterholz, Bremen-Ost, Bremen, 28325, Deutschland",53.0640207,8.9402936,klinikum bremen-ost
AGAPLESION Klinikum Hagen gem. GmbH,"Grünstr. 35, 58095 Hagen",,,False,"35, Grünstraße, Oberhagen, Mittelstadt, Hagen-Mitte, Hagen, Nordrhein-Westfalen, 58095, Deutschland",51.3540265,7.4660777,agaplesion klinikum hagen gem. gmbh
Evangelisches Krankenhaus Duisburg-Nord,"Fahrner Straße 133-135, 47169 Duisburg",,,False,"Fahrner Straße, Wehofen, Walsum, Duisburg, Nordrhein-Westfalen, 47169, Deutschland",51.5196647,6.7654338,evangelisches krankenhaus duisburg-nord
QB Solingen 2023 ,"Gotenstraße 1, 42653 Solingen",,,False,"Haus A, 1, Gotenstraße, SBV Siedlung Wasserturm, Gräfrath, Solingen, Nordrhein-Westfalen, 42653, Deutschland",51.1854782,7.0694225,qb solingen 2023
LVR-Klinik Bedburg-Hau,"Bahnstr. 6, 47551 Bedburg-Hau",,,False,"Hauptverwaltung der LVR-Klinik Bedburg-Hau, 6, Bahnstraße, Hau, Bedburg-Hau, Kreis Kleve, Nordrhein-Westfalen, 47551, Deutschland",51.7620027,6.1768454,lvr-klinik bedburg-hau
Katholisches Karl-Leisner Klinikum gGmbH Standort Marienhospital Kevelaer,"Basilikastraße 55, 47623 Kevelaer",,,False,"55, Basilikastraße, Kevelaer Mitte, Kevelaer, Kreis Kleve, Nordrhein-Westfalen, 47623, Deutschland",51.5840564,6.2499893,katholisches karl-leisner klinikum ggmbh standort marienhospital kevelaer
Universitätsklinikum Köln,"Kerpener Straße 62, 50937 Köln",,,False,"Zentralklinikum, 62, Kerpener Straße, Lindenthal, Köln, Nordrhein-Westfalen, 50937, Deutschland",50.9236351,6.9170838,universitätsklinikum köln
Klinikum Oberberg GmbH,"Wilhelm-Breckow-Allee 20, 51643 Gummersbach",,,False,"Kreiskrankenhaus Gummersbach, 20, Wilhelm-Breckow-Allee, Gummersbach, Berstig Süd, Niederseßmar, Gummersbach, Oberbergischer Kreis, Nordrhein-Westfalen, 51643, Deutschland",51.0154919,7.5674469,klinikum oberberg gmbh
GFO Kliniken Rhein-Berg,"Vinzenz-Pallotti-Straße 20, 51429 Bergisch Gladbach-Bensberg",,,False,"20, Vinzenz-Pallotti-Straße, Bockenberg, Moitzfeld, Bergisch Gladbach, Rheinisch-Bergischer Kreis, Nordrhein-Westfalen, 51429, Deutschland",50.961996,7.1755471,gfo kliniken rhein-berg
Kliniken der Stadt Köln gGmbH - Krankenhaus Merheim,"Ostmerheimer Str. 200, 51109 Köln",,,False,"LVR-Klinik, 200, Ostmerheimer Straße, Merheim, Kalk, Köln, Nordrhein-Westfalen, 51109, Deutschland",50.9362537,7.0522784,kliniken der stadt köln ggmbh - krankenhaus merheim
Christophorus Kliniken Coesfeld Dülmen Nottuln,"Südwall 22, 48653 Coesfeld",,,False,"22, Südwall, Coesfeld, Kreis Coesfeld, Nordrhein-Westfalen, 48653, Deutschland",51.9429529,7.1718199,christophorus kliniken coesfeld dülmen nottuln
Katholische Kliniken Emscher-Lippe,"Barbarastraße 1, 45964 Gladbeck",,,False,"St. Barbara-Hospital, 1, Barbarastraße, Mitte I (West), Mitte, Gladbeck, Kreis Recklinghausen, Nordrhein-Westfalen, 45964, Deutschland",51.5747767,6.9873017,katholische kliniken emscher-lippe
Josephs-Hospital Warendorf,"Am Krankenhaus 2, 48231 Warendorf",,,False,"Josephs-Hospital, 2, Am Krankenhaus, Warendorf, Kreis Warendorf, Nordrhein-Westfalen, 48231, Deutschland",51.960742,8.0023983,josephs-hospital warendorf
Klinikum Weser-Egge,"Danziger Str. 17, 33034 Brakel",,,False,"17, Danziger Straße, Brakel, Kreis Höxter, Nordrhein-Westfalen, 33034, Deutschland",51.727542,9.1809293,klinikum weser-egge
Katholische Hospitalvereinigung Ostwestfalen gem. GmbH,"Kiskerstraße 26, 33615 Bielefeld",,,False,"Franziskus Hospital, 26, Kiskerstraße, Mitte, Bielefeld, Nordrhein-Westfalen, 33615, Deutschland",52.0226864,8.5227616,katholische hospitalvereinigung ostwestfalen gem. gmbh
Berufsgenossenschaftliches Universitätsklinikum Bergmannsheil gGmbH,"Bürkle-de-la-Camp-Platz 1, 44789 Bochum",,,False,"Berufsgenossenschaftliches Universitätsklinikum Bergmannsheil GmbH, 1, Bürkle de la Camp-Platz, Ehrenfeld, Wiemelhausen, Bochum-Mitte, Bochum, Nordrhein-Westfalen, 44789, Deutschland",51.4681889,7.2110654,berufsgenossenschaftliches universitätsklinikum bergmannsheil ggmbh
Klinikzentrum Mitte,"Beurhausstraße 40, 44137 Dortmund",,,False,"Städtische Kliniken, 40, Beurhausstraße, Klinikviertel, Innenstadt West, Dortmund, Nordrhein-Westfalen, 44137, Deutschland",51.5083634,7.4567391,klinikzentrum mitte
Helios Klinikum Schwelm,"Dr.-Moeller-Straße 15, 58332 Schwelm",,,False,"Helios Klinikum Schwelm, 15, Dr.-Moeller-Straße, Brunnen, Schwelm, Ennepe-Ruhr-Kreis, Nordrhein-Westfalen, 58332, Deutschland",51.2937365,7.3122248,helios klinikum schwelm
Kreisklinikum Siegen GmbH,"Weidenauer Straße 76, 57076 Siegen",,,False,"Klinikum Siegen, 76, Weidenauer Straße, Weidenau, Siegen, Kreis Siegen-Wittgenstein, Nordrhein-Westfalen, 57076, Deutschland",50.9025222,8.0205245,kreisklinikum siegen gmbh
Knappschaft Kliniken Universitätsklinikum Bochum GmbH,"In der Schornau 23-25, 44892 Bochum",,,False,"Universitätsklinikum Knappschaftskrankenhaus Bochum, 23-25, In der Schornau, Langendreerholz, Langendreer, Bochum-Ost, Bochum, Nordrhein-Westfalen, 44892, Deutschland",51.4639837,7.3272232,knappschaft kliniken universitätsklinikum bochum gmbh
Katholische Kliniken im Märkischen Kreis,"Am Stein 24, 58706 Menden",,,False,"24, Am Stein, Menden (Sauerland), Märkischer Kreis, Nordrhein-Westfalen, 58706, Deutschland",51.4372333,7.800181,katholische kliniken im märkischen kreis
Diakonie Klinikum GmbH,"Wichernstraße 40, 57074 Siegen",,,False,"40, Wichernstraße, Siegen, Kreis Siegen-Wittgenstein, Nordrhein-Westfalen, 57074, Deutschland",50.8515103,8.0184,diakonie klinikum gmbh
Vitos Klinikum Weil-Lahn,"Weilstraße 10, 35789 Weilmünster",,,False,"Vitos Klinik Weilmünster, 10, Weilstraße, Dianenstein, Weilmünster, Landkreis Limburg-Weilburg, Hessen, 35789, Deutschland",50.4241816,8.3908305,vitos klinikum weil-lahn
Sankt Katharinen-Krankenhaus GmbH,"Seckbacher Landstraße 65, 60389 Frankfurt",,,False,"Sankt Katharinen Krankenhaus, 65, Seckbacher Landstraße, Bornheim, Bornheim/Ostend, Frankfurt am Main, Hessen, 60389, Deutschland",50.1361069,8.7105989,sankt katharinen-krankenhaus gmbh
Lahn-Dill-Kliniken GmbH,"Forsthausstraße 1, 35578 Wetzlar",,,False,"1, Forsthausstraße, Sturzkopf, Wetzlar, Lahn-Dill-Kreis, Hessen, 35578, Deutschland",50.538026,8.5306581,lahn-dill-kliniken gmbh
Hochtaunus-Kliniken gGmbH Bad Homburg,"Zeppelinstraße 20, 61352 Bad Homburg",,,False,"Hochtaunus-Kliniken Bad Homburg, 20, Zeppelinstraße, Gonzenheim, Bad Homburg vor der Höhe, Hochtaunuskreis, Hessen, 61352, Deutschland",50.2121193,8.619331,hochtaunus-kliniken ggmbh bad homburg
BDH-Klinik Braunfels gGmbH,"Hubertusstraße 3-7, 35619 Braunfels",,,False,"BDH Klinik Braunfels, 3-7, Hubertusstraße, Braunfels, Lahn-Dill-Kreis, Hessen, 35619, Deutschland",50.5148481,8.3947431,bdh-klinik braunfels ggmbh
Hephata-Klinik,"Schimmelpfengstr. 6, 34613 Schwalmstadt",,,False,"6, Schimmelpfengstraße, Treysa, Schwalmstadt, Schwalm-Eder-Kreis, Hessen, 34613, Deutschland",50.909391,9.1679903,hephata-klinik
Hardtwaldklinik I Werner-Wicker GmbH&Co.KG,"Hardtstraße 31, 34596 Bad Zwesten",,,False,"31, Hardtstraße, Bad Zwesten, Schwalm-Eder-Kreis, Hessen, 34596, Deutschland",51.0619589,9.1719989,hardtwaldklinik i werner-wicker gmbh&co.kg
Asklepios Klinik Seligenstadt,"Asklepiosstraße 1, 63500 Seligenstadt",,,False,"Asklepiosstraße, Seligenstadt, Landkreis Offenbach, Hessen, 63500, Deutschland",50.0410843,8.9646893,asklepios klinik seligenstadt
Bürgerhospital Friedberg,"Ockstädter Str. 3-5, 61169 Friedberg",,,False,"Bürgerhospital Friedberg, 3-5, Ockstädter Straße, Friedberg, Friedberg (Hessen), Wetteraukreis, Hessen, 61169, Deutschland",50.3348634,8.751358,bürgerhospital friedberg
Klinikum Werra Meißner GmbH,"Elsa-Brändström-Straße 1, 37269 Eschwege",,,False,"1, Elsa-Brändström-Straße, Eschwege, Werra-Meißner-Kreis, Hessen, 37269, Deutschland",51.1827575,10.0503338,klinikum werra meißner gmbh
Rhein-Mosel-Fachklinik,"Vulkanstraße 58, 56626 Andernach",,,False,"58, Vulkanstraße, Andernach, Landkreis Mayen-Koblenz, Rheinland-Pfalz, 56626, Deutschland",50.4289751,7.397457,rhein-mosel-fachklinik
Diakonie Krankenhaus kreuznacher diakonie,"Ringstraße 64, 55543 Bad Kreuznach",,,False,"Diakonie Kliniken Bad Kreuznach gGmbH | Ringstraße, 64, Ringstraße, Bad Kreuznach, Landkreis Bad Kreuznach, Rheinland-Pfalz, 55543, Deutschland",49.8367828,7.863625,diakonie krankenhaus kreuznacher diakonie
